City,State,Date,AccidentCount,AverageSeverity,MaxSeverity,HighSeverityFlag,Temperature,Precipitation,Is_Holiday,Year,Month,DayOfWeek,is_weekend,Season,is_rainy,AccidentCount_lag1,AccidentCount_7d_ma
Charlotte,NC,2016-07-11,51,2.0,2,0,,,0,2016,7,0,0,Summer,0,1.0,28.142857142857142
Charlotte,NC,2016-07-12,18,2.0555555555555554,3,1,,,0,2016,7,1,0,Summer,0,51.0,29.0
Charlotte,NC,2016-07-13,58,2.0689655172413794,4,1,,,0,2016,7,2,0,Summer,0,18.0,32.285714285714285
Charlotte,NC,2016-07-14,53,2.0,2,0,,,0,2016,7,3,0,Summer,0,58.0,35.714285714285715
Charlotte,NC,2016-07-18,7,2.0,2,0,,,0,2016,7,0,0,Summer,0,53.0,33.142857142857146
Charlotte,NC,2016-07-19,31,2.0,2,0,,,0,2016,7,1,0,Summer,0,7.0,31.285714285714285
Charlotte,NC,2016-07-20,47,2.0,2,0,,,0,2016,7,2,0,Summer,0,31.0,37.857142857142854
Charlotte,NC,2016-07-21,41,2.0,2,0,,,0,2016,7,3,0,Summer,0,47.0,36.42857142857143
Charlotte,NC,2016-07-22,14,2.0,2,0,,,0,2016,7,4,0,Summer,0,41.0,35.857142857142854
Charlotte,NC,2016-07-24,2,4.0,4,1,,,0,2016,7,6,1,Summer,0,14.0,27.857142857142858
Charlotte,NC,2016-07-25,49,2.0408163265306123,3,1,,,0,2016,7,0,0,Summer,0,2.0,27.285714285714285
Charlotte,NC,2016-07-26,46,2.0,2,0,,,0,2016,7,1,0,Summer,0,49.0,32.857142857142854
Charlotte,NC,2016-07-27,40,2.0,2,0,,,0,2016,7,2,0,Summer,0,46.0,34.142857142857146
Charlotte,NC,2016-07-28,76,2.026315789473684,3,1,,,0,2016,7,3,0,Summer,0,40.0,38.285714285714285
Charlotte,NC,2016-07-29,37,2.0,2,0,,,0,2016,7,4,0,Summer,0,76.0,37.714285714285715
Charlotte,NC,2016-07-30,5,2.0,2,0,,,0,2016,7,5,1,Summer,0,37.0,36.42857142857143
Charlotte,NC,2016-08-01,66,2.0,2,0,,,0,2016,8,0,0,Summer,0,5.0,45.57142857142857
Charlotte,NC,2016-08-02,72,2.0277777777777777,4,1,,,0,2016,8,1,0,Summer,0,66.0,48.857142857142854
Charlotte,NC,2016-08-03,31,2.0,2,0,,,0,2016,8,2,0,Summer,0,72.0,46.714285714285715
Charlotte,NC,2016-08-04,25,2.0,2,0,,,0,2016,8,3,0,Summer,0,31.0,44.57142857142857
Charlotte,NC,2016-08-05,39,2.0,2,0,,,0,2016,8,4,0,Summer,0,25.0,39.285714285714285
Charlotte,NC,2016-08-08,31,2.0,2,0,,,0,2016,8,0,0,Summer,0,39.0,38.42857142857143
Charlotte,NC,2016-08-09,28,2.0,2,0,,,0,2016,8,1,0,Summer,0,31.0,41.714285714285715
Charlotte,NC,2016-08-10,46,2.0217391304347827,3,1,,,0,2016,8,2,0,Summer,0,28.0,38.857142857142854
Charlotte,NC,2016-08-11,15,2.0,2,0,,,0,2016,8,3,0,Summer,0,46.0,30.714285714285715
Charlotte,NC,2016-08-12,43,2.0,2,0,,,0,2016,8,4,0,Summer,0,15.0,32.42857142857143
Charlotte,NC,2016-08-15,15,2.066666666666667,3,1,,,0,2016,8,0,0,Summer,0,43.0,31.0
Charlotte,NC,2016-08-16,13,2.0,2,0,,,0,2016,8,1,0,Summer,0,15.0,27.285714285714285
Charlotte,NC,2016-08-17,26,2.0,2,0,,,0,2016,8,2,0,Summer,0,13.0,26.571428571428573
Charlotte,NC,2016-08-18,15,2.2666666666666666,4,1,,,0,2016,8,3,0,Summer,0,26.0,24.714285714285715
Charlotte,NC,2016-08-19,9,2.0,2,0,,,0,2016,8,4,0,Summer,0,15.0,19.428571428571427
Charlotte,NC,2016-08-22,26,2.1538461538461537,4,1,,,0,2016,8,0,0,Summer,0,9.0,21.0
Charlotte,NC,2016-08-23,33,2.0,2,0,,,0,2016,8,1,0,Summer,0,26.0,19.571428571428573
Charlotte,NC,2016-08-24,25,2.0,2,0,,,0,2016,8,2,0,Summer,0,33.0,21.0
Charlotte,NC,2016-08-25,12,2.0833333333333335,3,1,,,0,2016,8,3,0,Summer,0,25.0,20.857142857142858
Charlotte,NC,2016-08-26,35,2.057142857142857,3,1,,,0,2016,8,4,0,Summer,0,12.0,22.142857142857142
Charlotte,NC,2016-08-29,20,2.0,2,0,,,0,2016,8,0,0,Summer,0,35.0,22.857142857142858
Charlotte,NC,2016-08-30,50,2.04,4,1,,,0,2016,8,1,0,Summer,0,20.0,28.714285714285715
Charlotte,NC,2016-08-31,47,2.0,2,0,,,0,2016,8,2,0,Summer,0,50.0,31.714285714285715
Charlotte,NC,2016-09-01,14,2.0,2,0,,,0,2016,9,3,0,Fall,0,47.0,29.0
Charlotte,NC,2016-09-02,39,2.051282051282051,3,1,,,0,2016,9,4,0,Fall,0,14.0,31.0
Charlotte,NC,2016-09-06,41,2.073170731707317,4,1,,,0,2016,9,1,0,Fall,0,39.0,35.142857142857146
Charlotte,NC,2016-09-07,56,2.0,2,0,,,0,2016,9,2,0,Fall,0,41.0,38.142857142857146
Charlotte,NC,2016-09-08,14,2.0,2,0,,,0,2016,9,3,0,Fall,0,56.0,37.285714285714285
Charlotte,NC,2016-09-09,47,2.0,2,0,,,0,2016,9,4,0,Fall,0,14.0,36.857142857142854
Charlotte,NC,2016-09-10,2,2.5,3,1,,,0,2016,9,5,1,Fall,0,47.0,30.428571428571427
Charlotte,NC,2016-09-11,3,2.0,2,0,,,0,2016,9,6,1,Fall,0,2.0,28.857142857142858
Charlotte,NC,2016-09-12,14,2.0,2,0,,,0,2016,9,0,0,Fall,0,3.0,25.285714285714285
Charlotte,NC,2016-09-13,18,2.0,2,0,,,0,2016,9,1,0,Fall,0,14.0,22.0
Charlotte,NC,2016-09-14,17,2.0,2,0,,,0,2016,9,2,0,Fall,0,18.0,16.428571428571427
Charlotte,NC,2016-09-15,9,2.0,2,0,,,0,2016,9,3,0,Fall,0,17.0,15.714285714285714
Charlotte,NC,2016-09-16,5,2.0,2,0,,,0,2016,9,4,0,Fall,0,9.0,9.714285714285714
Charlotte,NC,2016-09-22,2,2.0,2,0,,,0,2016,9,3,0,Fall,0,5.0,9.714285714285714
Charlotte,NC,2016-09-23,72,2.0,2,0,,,0,2016,9,4,0,Fall,0,2.0,19.571428571428573
Charlotte,NC,2016-09-24,1,2.0,2,0,,,0,2016,9,5,1,Fall,0,72.0,17.714285714285715
Charlotte,NC,2016-09-26,18,2.0,2,0,,,0,2016,9,0,0,Fall,0,1.0,17.714285714285715
Charlotte,NC,2016-09-27,5,2.0,2,0,,,0,2016,9,1,0,Fall,0,18.0,16.0
Charlotte,NC,2016-09-28,3,2.0,2,0,,,0,2016,9,2,0,Fall,0,5.0,15.142857142857142
Charlotte,NC,2016-09-29,8,2.0,2,0,,,0,2016,9,3,0,Fall,0,3.0,15.571428571428571
Charlotte,NC,2016-09-30,13,2.0,2,0,,,0,2016,9,4,0,Fall,0,8.0,17.142857142857142
Charlotte,NC,2016-10-03,13,2.0,2,0,,,0,2016,10,0,0,Fall,0,13.0,8.714285714285714
Charlotte,NC,2016-10-04,60,2.0,2,0,,,0,2016,10,1,0,Fall,0,13.0,17.142857142857142
Charlotte,NC,2016-10-05,13,2.3076923076923075,3,1,,,0,2016,10,2,0,Fall,0,60.0,16.428571428571427
Charlotte,NC,2016-10-06,16,2.0,2,0,,,0,2016,10,3,0,Fall,0,13.0,18.0
Charlotte,NC,2016-10-07,13,2.230769230769231,3,1,,,0,2016,10,4,0,Fall,0,16.0,19.428571428571427
Charlotte,NC,2016-10-10,16,2.0,2,0,,,1,2016,10,0,0,Fall,0,13.0,20.571428571428573
Charlotte,NC,2016-10-11,28,2.0,2,0,,,0,2016,10,1,0,Fall,0,16.0,22.714285714285715
Charlotte,NC,2016-10-12,33,2.0,2,0,,,0,2016,10,2,0,Fall,0,28.0,25.571428571428573
Charlotte,NC,2016-10-13,43,2.0,2,0,,,0,2016,10,3,0,Fall,0,33.0,23.142857142857142
Charlotte,NC,2016-10-14,45,2.0,2,0,,,0,2016,10,4,0,Fall,0,43.0,27.714285714285715
Charlotte,NC,2016-10-17,67,2.0,2,0,,,0,2016,10,0,0,Fall,0,45.0,35.0
Charlotte,NC,2016-10-18,54,2.0,2,0,,,0,2016,10,1,0,Fall,0,67.0,40.857142857142854
Charlotte,NC,2016-10-19,39,2.0,2,0,,,0,2016,10,2,0,Fall,0,54.0,44.142857142857146
Charlotte,NC,2016-10-20,29,2.0,2,0,,,0,2016,10,3,0,Fall,0,39.0,44.285714285714285
Charlotte,NC,2016-10-21,51,2.0392156862745097,4,1,,,0,2016,10,4,0,Fall,0,29.0,46.857142857142854
Charlotte,NC,2016-10-24,63,2.0,2,0,,,0,2016,10,0,0,Fall,0,51.0,49.714285714285715
Charlotte,NC,2016-10-25,63,2.0,2,0,,,0,2016,10,1,0,Fall,0,63.0,52.285714285714285
Charlotte,NC,2016-10-26,65,2.0,2,0,,,0,2016,10,2,0,Fall,0,63.0,52.0
Charlotte,NC,2016-10-27,41,2.0,2,0,,,0,2016,10,3,0,Fall,0,65.0,50.142857142857146
Charlotte,NC,2016-10-30,1,2.0,2,0,,,0,2016,10,6,1,Fall,0,41.0,44.714285714285715
Charlotte,NC,2016-10-31,51,2.0392156862745097,4,1,,,0,2016,10,0,0,Fall,0,1.0,47.857142857142854
Charlotte,NC,2016-11-01,54,2.0,2,0,,,0,2016,11,1,0,Fall,0,51.0,48.285714285714285
Charlotte,NC,2016-11-03,24,2.0,2,0,,,0,2016,11,3,0,Fall,0,54.0,42.714285714285715
Charlotte,NC,2016-11-04,53,2.0,2,0,,,0,2016,11,4,0,Fall,0,24.0,41.285714285714285
Charlotte,NC,2016-11-07,7,2.142857142857143,3,1,,,0,2016,11,0,0,Fall,0,53.0,33.0
Charlotte,NC,2016-11-08,19,2.0526315789473686,3,1,,,0,2016,11,1,0,Fall,0,7.0,29.857142857142858
Charlotte,NC,2016-11-09,17,2.1176470588235294,3,1,,,0,2016,11,2,0,Fall,0,19.0,32.142857142857146
Charlotte,NC,2016-11-10,6,2.0,2,0,,,0,2016,11,3,0,Fall,0,17.0,25.714285714285715
Charlotte,NC,2016-11-11,10,2.0,2,0,,,1,2016,11,4,0,Fall,0,6.0,19.428571428571427
Charlotte,NC,2016-11-14,12,2.0,2,0,,,0,2016,11,0,0,Fall,0,10.0,17.714285714285715
Charlotte,NC,2016-11-15,60,2.0,2,0,,,0,2016,11,1,0,Fall,0,12.0,18.714285714285715
Charlotte,NC,2016-11-16,38,2.0526315789473686,4,1,,,0,2016,11,2,0,Fall,0,60.0,23.142857142857142
Charlotte,NC,2016-11-17,38,2.0,2,0,,,0,2016,11,3,0,Fall,0,38.0,25.857142857142858
Charlotte,NC,2016-11-18,56,2.0,2,0,,,0,2016,11,4,0,Fall,0,38.0,31.428571428571427
Charlotte,NC,2016-11-20,2,4.0,4,1,,,0,2016,11,6,1,Fall,0,56.0,30.857142857142858
Charlotte,NC,2016-11-21,66,2.0303030303030303,3,1,,,0,2016,11,0,0,Fall,0,2.0,38.857142857142854
Charlotte,NC,2016-11-22,30,2.0,2,0,,,0,2016,11,1,0,Fall,0,66.0,41.42857142857143
Charlotte,NC,2016-11-23,26,2.0,2,0,,,1,2016,11,2,0,Fall,0,30.0,36.57142857142857
Charlotte,NC,2016-11-24,2,2.0,2,0,,,1,2016,11,3,0,Fall,0,26.0,31.428571428571427
Charlotte,NC,2016-11-25,1,2.0,2,0,,,0,2016,11,4,0,Fall,0,2.0,26.142857142857142
Charlotte,NC,2016-11-28,16,2.0625,3,1,,,0,2016,11,0,0,Fall,0,1.0,20.428571428571427
Charlotte,NC,2016-11-29,70,2.0142857142857142,3,1,,,0,2016,11,1,0,Fall,0,16.0,30.142857142857142
Charlotte,NC,2016-11-30,11,2.272727272727273,4,1,,,0,2016,11,2,0,Fall,0,70.0,22.285714285714285
Charlotte,NC,2016-12-01,38,2.0,2,0,,,0,2016,12,3,0,Winter,0,11.0,23.428571428571427
Charlotte,NC,2016-12-02,48,2.0208333333333335,3,1,,,0,2016,12,4,0,Winter,0,38.0,26.571428571428573
Charlotte,NC,2016-12-05,27,2.037037037037037,3,1,,,0,2016,12,0,0,Winter,0,48.0,30.142857142857142
Charlotte,NC,2016-12-06,71,2.0,2,0,,,0,2016,12,1,0,Winter,0,27.0,40.142857142857146
Charlotte,NC,2016-12-07,57,2.0,2,0,,,0,2016,12,2,0,Winter,0,71.0,46.0
Charlotte,NC,2016-12-08,23,2.0434782608695654,3,1,,,0,2016,12,3,0,Winter,0,57.0,39.285714285714285
Charlotte,NC,2016-12-09,43,2.046511627906977,4,1,,,0,2016,12,4,0,Winter,0,23.0,43.857142857142854
Charlotte,NC,2016-12-10,1,3.0,3,1,,,0,2016,12,5,1,Winter,0,43.0,38.57142857142857
Charlotte,NC,2016-12-12,14,2.0714285714285716,3,1,,,0,2016,12,0,0,Winter,0,1.0,33.714285714285715
Charlotte,NC,2016-12-13,51,2.0,2,0,,,0,2016,12,1,0,Winter,0,14.0,37.142857142857146
Charlotte,NC,2016-12-14,17,2.0588235294117645,3,1,,,0,2016,12,2,0,Winter,0,51.0,29.428571428571427
Charlotte,NC,2016-12-15,45,2.088888888888889,4,1,,,0,2016,12,3,0,Winter,0,17.0,27.714285714285715
Charlotte,NC,2016-12-16,55,2.036363636363636,3,1,,,0,2016,12,4,0,Winter,0,45.0,32.285714285714285
Charlotte,NC,2016-12-19,13,2.1538461538461537,3,1,,,0,2016,12,0,0,Winter,0,55.0,28.0
Charlotte,NC,2016-12-20,29,2.0,2,0,,,0,2016,12,1,0,Winter,0,13.0,32.0
Charlotte,NC,2016-12-21,24,2.0,2,0,,,0,2016,12,2,0,Winter,0,29.0,33.42857142857143
Charlotte,NC,2016-12-22,25,2.12,4,1,,,0,2016,12,3,0,Winter,0,24.0,29.714285714285715
Charlotte,NC,2016-12-23,1,2.0,2,0,,,0,2016,12,4,0,Winter,0,25.0,27.428571428571427
Charlotte,NC,2016-12-25,1,4.0,4,1,,,1,2016,12,6,1,Winter,0,1.0,21.142857142857142
Charlotte,NC,2016-12-27,12,2.0,2,0,,,0,2016,12,1,0,Winter,0,1.0,15.0
Charlotte,NC,2016-12-28,30,2.0,2,0,,,0,2016,12,2,0,Winter,0,12.0,17.428571428571427
Charlotte,NC,2016-12-29,20,2.0,2,0,,,0,2016,12,3,0,Winter,0,30.0,16.142857142857142
Charlotte,NC,2016-12-30,17,2.0588235294117645,3,1,,,0,2016,12,4,0,Winter,0,20.0,15.142857142857142
Charlotte,NC,2016-12-31,2,4.0,4,1,,,1,2016,12,5,1,Winter,0,17.0,11.857142857142858
Charlotte,NC,2021-01-01,57,2.0350877192982457,3,1,,,1,2021,1,4,0,Winter,0,2.0,19.857142857142858
Charlotte,NC,2021-01-02,36,2.0277777777777777,3,1,,,0,2021,1,5,1,Winter,0,57.0,24.857142857142858
Charlotte,NC,2021-01-03,16,2.0,2,0,,,0,2021,1,6,1,Winter,0,36.0,25.428571428571427
Charlotte,NC,2021-01-04,45,2.022222222222222,3,1,,,0,2021,1,0,0,Winter,0,16.0,27.571428571428573
Charlotte,NC,2021-01-05,57,2.0,2,0,,,0,2021,1,1,0,Winter,0,45.0,32.857142857142854
Charlotte,NC,2021-01-06,47,2.0638297872340425,3,1,,,0,2021,1,2,0,Winter,0,57.0,37.142857142857146
Charlotte,NC,2021-01-07,79,2.037974683544304,3,1,,,0,2021,1,3,0,Winter,0,47.0,48.142857142857146
Charlotte,NC,2021-01-08,77,2.0259740259740258,3,1,,,0,2021,1,4,0,Winter,0,79.0,51.0
Charlotte,NC,2021-01-09,29,2.0344827586206895,3,1,,,0,2021,1,5,1,Winter,0,77.0,50.0
Charlotte,NC,2021-01-10,28,2.0357142857142856,3,1,,,0,2021,1,6,1,Winter,0,29.0,51.714285714285715
Charlotte,NC,2021-01-11,49,2.020408163265306,3,1,,,0,2021,1,0,0,Winter,0,28.0,52.285714285714285
Charlotte,NC,2021-01-12,61,2.0163934426229506,3,1,,,0,2021,1,1,0,Winter,0,49.0,52.857142857142854
Charlotte,NC,2021-01-13,123,2.008130081300813,3,1,,,0,2021,1,2,0,Winter,0,61.0,63.714285714285715
Charlotte,NC,2021-01-14,84,2.0357142857142856,4,1,,,0,2021,1,3,0,Winter,0,123.0,64.42857142857143
Charlotte,NC,2021-01-15,77,2.0,2,0,,,0,2021,1,4,0,Winter,0,84.0,64.42857142857143
Charlotte,NC,2021-01-16,20,2.0,2,0,,,0,2021,1,5,1,Winter,0,77.0,63.142857142857146
Charlotte,NC,2021-01-17,18,2.0,2,0,,,0,2021,1,6,1,Winter,0,20.0,61.714285714285715
Charlotte,NC,2021-01-18,52,2.0,2,0,,,1,2021,1,0,0,Winter,0,18.0,62.142857142857146
Charlotte,NC,2021-01-19,47,2.0425531914893615,3,1,,,0,2021,1,1,0,Winter,0,52.0,60.142857142857146
Charlotte,NC,2021-01-20,91,2.032967032967033,3,1,,,0,2021,1,2,0,Winter,0,47.0,55.57142857142857
Charlotte,NC,2021-01-21,61,2.0163934426229506,3,1,,,0,2021,1,3,0,Winter,0,91.0,52.285714285714285
Charlotte,NC,2021-01-22,114,2.043859649122807,4,1,,,0,2021,1,4,0,Winter,0,61.0,57.57142857142857
Charlotte,NC,2021-01-23,52,2.0,2,0,,,0,2021,1,5,1,Winter,0,114.0,62.142857142857146
Charlotte,NC,2021-01-24,33,2.0303030303030303,3,1,,,0,2021,1,6,1,Winter,0,52.0,64.28571428571429
Charlotte,NC,2021-01-25,80,2.0625,3,1,,,0,2021,1,0,0,Winter,0,33.0,68.28571428571429
Charlotte,NC,2021-01-26,71,2.0140845070422535,3,1,,,0,2021,1,1,0,Winter,0,80.0,71.71428571428571
Charlotte,NC,2021-01-27,74,2.0675675675675675,3,1,,,0,2021,1,2,0,Winter,0,71.0,69.28571428571429
Charlotte,NC,2021-01-28,83,2.0602409638554215,3,1,,,0,2021,1,3,0,Winter,0,74.0,72.42857142857143
Charlotte,NC,2021-01-29,113,2.0353982300884956,3,1,,,0,2021,1,4,0,Winter,0,83.0,72.28571428571429
Charlotte,NC,2021-01-30,25,2.04,3,1,,,0,2021,1,5,1,Winter,0,113.0,68.42857142857143
Charlotte,NC,2021-01-31,33,2.090909090909091,3,1,,,0,2021,1,6,1,Winter,0,25.0,68.42857142857143
Charlotte,NC,2021-02-01,41,2.024390243902439,3,1,,,0,2021,2,0,0,Winter,0,33.0,62.857142857142854
Charlotte,NC,2021-02-02,53,2.0,2,0,,,0,2021,2,1,0,Winter,0,41.0,60.285714285714285
Charlotte,NC,2021-02-03,72,2.0277777777777777,3,1,,,0,2021,2,2,0,Winter,0,53.0,60.0
Charlotte,NC,2021-02-04,74,2.0405405405405403,3,1,,,0,2021,2,3,0,Winter,0,72.0,58.714285714285715
Charlotte,NC,2021-02-05,62,2.032258064516129,3,1,,,0,2021,2,4,0,Winter,0,74.0,51.42857142857143
Charlotte,NC,2021-02-06,34,2.0,2,0,,,0,2021,2,5,1,Winter,0,62.0,52.714285714285715
Charlotte,NC,2021-02-07,32,2.0,2,0,,,0,2021,2,6,1,Winter,0,34.0,52.57142857142857
Charlotte,NC,2021-02-08,75,2.026666666666667,3,1,,,0,2021,2,0,0,Winter,0,32.0,57.42857142857143
Charlotte,NC,2021-02-09,70,2.0285714285714285,3,1,,,0,2021,2,1,0,Winter,0,75.0,59.857142857142854
Charlotte,NC,2021-02-10,93,2.032258064516129,3,1,,,0,2021,2,2,0,Winter,0,70.0,62.857142857142854
Charlotte,NC,2021-02-11,123,2.0569105691056913,4,1,,,0,2021,2,3,0,Winter,0,93.0,69.85714285714286
Charlotte,NC,2021-02-12,96,2.0625,3,1,,,0,2021,2,4,0,Winter,0,123.0,74.71428571428571
Charlotte,NC,2021-02-13,62,2.032258064516129,3,1,,,0,2021,2,5,1,Winter,0,96.0,78.71428571428571
Charlotte,NC,2021-02-14,48,2.0416666666666665,3,1,,,1,2021,2,6,1,Winter,0,62.0,81.0
Charlotte,NC,2021-02-15,98,2.0510204081632653,3,1,,,1,2021,2,0,0,Winter,0,48.0,84.28571428571429
Charlotte,NC,2021-02-16,68,2.0,2,0,,,0,2021,2,1,0,Winter,0,98.0,84.0
Charlotte,NC,2021-02-17,84,2.0476190476190474,4,1,,,0,2021,2,2,0,Winter,0,68.0,82.71428571428571
Charlotte,NC,2021-02-18,66,2.015151515151515,3,1,,,0,2021,2,3,0,Winter,0,84.0,74.57142857142857
Charlotte,NC,2021-02-19,106,2.056603773584906,3,1,,,0,2021,2,4,0,Winter,0,66.0,76.0
Charlotte,NC,2021-02-20,45,2.088888888888889,4,1,,,0,2021,2,5,1,Winter,0,106.0,73.57142857142857
Charlotte,NC,2021-02-21,35,2.0285714285714285,3,1,,,0,2021,2,6,1,Winter,0,45.0,71.71428571428571
Charlotte,NC,2021-02-22,79,2.050632911392405,3,1,,,0,2021,2,0,0,Winter,0,35.0,69.0
Charlotte,NC,2021-02-23,94,2.074468085106383,4,1,,,0,2021,2,1,0,Winter,0,79.0,72.71428571428571
Charlotte,NC,2021-02-24,41,2.1219512195121952,3,1,,,0,2021,2,2,0,Winter,0,94.0,66.57142857142857
Charlotte,NC,2021-02-25,47,2.021276595744681,3,1,,,0,2021,2,3,0,Winter,0,41.0,63.857142857142854
Charlotte,NC,2021-02-26,90,2.0555555555555554,4,1,,,0,2021,2,4,0,Winter,0,47.0,61.57142857142857
Charlotte,NC,2021-02-27,8,2.0,2,0,,,0,2021,2,5,1,Winter,0,90.0,56.285714285714285
Charlotte,NC,2021-02-28,10,2.0,2,0,,,0,2021,2,6,1,Winter,0,8.0,52.714285714285715
Charlotte,NC,2021-03-01,41,2.048780487804878,3,1,,,0,2021,3,0,0,Spring,0,10.0,47.285714285714285
Charlotte,NC,2021-03-02,52,2.019230769230769,3,1,,,0,2021,3,1,0,Spring,0,41.0,41.285714285714285
Charlotte,NC,2021-03-03,41,2.048780487804878,3,1,,,0,2021,3,2,0,Spring,0,52.0,41.285714285714285
Charlotte,NC,2021-03-04,75,2.1066666666666665,4,1,,,0,2021,3,3,0,Spring,0,41.0,45.285714285714285
Charlotte,NC,2021-03-05,66,2.0454545454545454,3,1,,,0,2021,3,4,0,Spring,0,75.0,41.857142857142854
Charlotte,NC,2021-03-06,25,2.2,4,1,,,0,2021,3,5,1,Spring,0,66.0,44.285714285714285
Charlotte,NC,2021-03-07,8,2.125,3,1,,,0,2021,3,6,1,Spring,0,25.0,44.0
Charlotte,NC,2021-03-08,56,2.0714285714285716,3,1,,,0,2021,3,0,0,Spring,0,8.0,46.142857142857146
Charlotte,NC,2021-03-09,43,2.046511627906977,3,1,,,0,2021,3,1,0,Spring,0,56.0,44.857142857142854
Charlotte,NC,2021-03-10,67,2.029850746268657,3,1,,,0,2021,3,2,0,Spring,0,43.0,48.57142857142857
Charlotte,NC,2021-03-11,62,2.064516129032258,3,1,,,0,2021,3,3,0,Spring,0,67.0,46.714285714285715
Charlotte,NC,2021-03-12,74,2.0405405405405403,3,1,,,0,2021,3,4,0,Spring,0,62.0,47.857142857142854
Charlotte,NC,2021-03-13,21,2.0952380952380953,3,1,,,0,2021,3,5,1,Spring,0,74.0,47.285714285714285
Charlotte,NC,2021-03-14,5,2.0,2,0,,,0,2021,3,6,1,Spring,0,21.0,46.857142857142854
Charlotte,NC,2021-03-15,45,2.0444444444444443,3,1,,,0,2021,3,0,0,Spring,0,5.0,45.285714285714285
Charlotte,NC,2021-03-16,89,2.168539325842697,4,1,,,0,2021,3,1,0,Spring,0,45.0,51.857142857142854
Charlotte,NC,2021-03-17,47,2.148936170212766,3,1,,,0,2021,3,2,0,Spring,0,89.0,49.0
Charlotte,NC,2021-03-18,50,2.1,4,1,,,0,2021,3,3,0,Spring,0,47.0,47.285714285714285
Charlotte,NC,2021-03-19,69,2.072463768115942,3,1,,,0,2021,3,4,0,Spring,0,50.0,46.57142857142857
Charlotte,NC,2021-03-20,14,2.0,2,0,,,0,2021,3,5,1,Spring,0,69.0,45.57142857142857
Charlotte,NC,2021-03-21,5,2.0,2,0,,,0,2021,3,6,1,Spring,0,14.0,45.57142857142857
Charlotte,NC,2021-03-22,65,2.046153846153846,3,1,,,0,2021,3,0,0,Spring,0,5.0,48.42857142857143
Charlotte,NC,2021-03-23,44,2.022727272727273,3,1,,,0,2021,3,1,0,Spring,0,65.0,42.0
Charlotte,NC,2021-03-24,49,2.0816326530612246,3,1,,,0,2021,3,2,0,Spring,0,44.0,42.285714285714285
Charlotte,NC,2021-03-25,60,2.0833333333333335,3,1,,,0,2021,3,3,0,Spring,0,49.0,43.714285714285715
Charlotte,NC,2021-03-26,66,2.015151515151515,3,1,,,0,2021,3,4,0,Spring,0,60.0,43.285714285714285
Charlotte,NC,2021-03-27,11,2.090909090909091,3,1,,,0,2021,3,5,1,Spring,0,66.0,42.857142857142854
Charlotte,NC,2021-03-28,7,2.2857142857142856,4,1,,,0,2021,3,6,1,Spring,0,11.0,43.142857142857146
Charlotte,NC,2021-03-29,75,2.066666666666667,4,1,,,0,2021,3,0,0,Spring,0,7.0,44.57142857142857
Charlotte,NC,2021-03-30,68,2.0,2,0,,,0,2021,3,1,0,Spring,0,75.0,48.0
Charlotte,NC,2021-03-31,88,2.0795454545454546,4,1,,,0,2021,3,2,0,Spring,0,68.0,53.57142857142857
Charlotte,NC,2021-04-01,52,2.0384615384615383,3,1,,,0,2021,4,3,0,Spring,0,88.0,52.42857142857143
